['bright', 'green', 'action', 'black', 'dark']
['man', 'playing', 'game', 'holding', 'woman']
['blue', 'bright', 'picture', 'flight', 'lights']
['horse', 'birds', 'bag', 'cut', 'picture']
['suits', 'standing', 'men', 'picture', 'smiling']
['photo', 'picture', 'pictures', 'scissors', 'ear']
['hand', 'person', 'ripe', 'photo', 'brushing']
['court', 'tennis', 'green', 'yellow', 'people']
['steps', 'man', 'hold', 'holding', 'cross']
['baseball', 'man', 'beer', 'posing', 'sign']
['shaped', 'filled', 'horses', 'center', 'set']
['group', 'people', 'performing', 'man', 'trick']
['double', 'electric', 'picture', 'pillow', 'blue']
['field', 'grass', 'young', 'standing', 'group']
['dark', 'black', 'silver', 'photo', 'showing']
['flock', 'bright', 'ear', 'flying', 'different']
['cell', 'looking', 'red', 'sitting', 'standing']
['people', 'group', 'sign', 'night', 'sitting']
['zebras', 'mounted', 'picture', 'photo', 'white']
['painting', 'hydrant', 'sign', 'hitting', 'street']
['woman', 'pink', 'girl', 'dress', 'poses']
['tie', 'man', 'neck', 'pictures', 'wearing']
['sign', 'man', 'talking', 'posing', 'showing']
['red', 'wearing', 'sunglasses', 'asian', 'standing']
['keyboard', 'trays', 'appears', 'hands', 'close']
['sign', 'man', 'woman', 'posing', 'camera']
['pictures', 'picture', 'showing', 'various', 'photos']
['sign', 'trunk', 'closed', 'street', 'says']
['hair', 'wearing', 'dressed', 'looking', 'red']
['baseball', 'standing', 'takes', 'holding', 'picture']
['showing', 'sign', 'overhead', 'screen', 'chairs']
['parked', 'car', 'stacked', 'wheel', 'parking']
['throw', 'swing', 'hit', 'player', 'airport']
['young', 'hair', 'girl', 'little', 'smiling']
['black', 'cup', 'close', 'hand', 'holding']
['man', 'standing', 'woman', 'holding', 'posing']
['picture', 'bathroom', 'ceiling', 'bright', 'vintage']
['woman', 'posing', 'wearing', 'poses', 'standing']
['decorative', 'shelf', 'crossing', 'decorated', 'reflection']
['bed', 'painting', 'sitting', 'pillow', 'close']
['drawn', 'graffiti', 'red', 'picture', 'various']
['row', 'wedding', 'lots', 'people', 'city']
['dessert', 'sign', 'woman', 'photo', 'picture']
['woman', 'glasses', 'man', 'posing', 'hair']
['spoon', 'man', 'swimming', 'blue', 'white']
['posing', 'camera', 'smiling', 'picture', 'photo']
['chocolate', 'brown', 'restroom', 'run', 'train']
['showing', 'picture', 'shelf', 'screen', 'colors']
['sign', 'animal', 'picture', 'showing', 'night']
['young', 'bear', 'baby', 'picture', 'girl']
['holding', 'people', 'group', 'standing', 'rainy']
['bicycles', 'riding', 'people', 'men', 'ride']
['flies', 'dressed', 'woman', 'girl', 'young']
['man', 'posing', 'tie', 'suit', 'wearing']
['standing', 'man', 'stand', 'posing', 'parking']
['sign', 'batter', 'closed', 'showing', 'pitch']
['scissors', 'eyes', 'alongside', 'dark', 'bright']
['bear', 'teddy', 'picture', 'stuffed', 'dog']
['posing', 'photo', 'car', 'photograph', 'smiling']
['clocks', 'sign', 'picture', 'large', 'painting']
['books', 'people', 'sitting', 'television', 'screen']
['sign', 'large', 'display', 'showing', 'tan']
['sign', 'wooden', 'church', 'standing', 'door']
['pink', 'flower', 'wearing', 'dress', 'cake']
['group', 'sitting', 'people', 'man', 'women']
['bear', 'teddy', 'stuffed', 'wearing', 'white']
['woman', 'girl', 'photo', 'jacket', 'young']
['gray', 'ripe', 'eyes', 'sign', 'picture']
['bathroom', 'ripe', 'picture', 'eyes', 'alongside']
['kite', 'frosting', 'shaped', 'assorted', 'like']
['cooked', 'pan', 'bowl', 'cloth', 'inside']
['posing', 'woman', 'man', 'swimming', 'head']
['man', 'reads', 'posing', 'guy', 'shirt']
['kicking', 'jumps', 'jumping', 'game', 'air']
['group', 'men', 'team', 'picnic', 'standing']
['coat', 'standing', 'black', 'smiling', 'camera']
['chocolate', 'cover', 'case', 'frisbee', 'wheel']
['cat', 'bathroom', 'sitting', 'laying', 'sinks']
['wearing', 'young', 'shirt', 'person', 'man']
['black', 'eyes', 'dark', 'sitting', 'bear']
['picture', 'birds', 'flying', 'sky', 'showing']
['nearby', 'people', 'sitting', 'riding', 'standing']
['man', 'holding', 'posing', 'picture', 'guy']
['commercial', 'sign', 'fashioned', 'stop', 'white']
['white', 'sink', 'plate', 'mug', 'closeup']
['animal', 'trunk', 'elephant', 'large', 'sticking']
['blue', 'sky', 'picture', 'showing', 'white']
['bright', 'picture', 'sky', 'perched', 'screen']
['horse', 'screen', 'tracks', 'black', 'bird']
['bathroom', 'commuter', 'ripe', 'commercial', 'picture']
['bag', 'baseball', 'couch', 'sign', 'picture']
['dress', 'snowboarding', 'like', 'snowy', 'posing']
['sign', 'closed', 'bat', 'office', 'posing']
['yellow', 'green', 'ball', 'player', 'sky']
['picture', 'air', 'deep', 'flying', 'sky']
['skateboard', 'man', 'skate', 'writing', 'concrete']
['group', 'people', 'sitting', 'photograph', 'picture']
['screen', 'dog', 'sitting', 'white', 'showing']
['hot', 'commercial', 'boarder', 'gray', 'ski']
['woman', 'brushing', 'hair', 'pretty', 'dark']
['car', 'parked', 'window', 'small', 'meter']
['building', 'street', 'head', 'stands', 'red']
['dark', 'sky', 'black', 'sign', 'lit']
['woman', 'hair', 'person', 'girl', 'wearing']
['field', 'grass', 'playing', 'young', 'man']
['airplane', 'cloudy', 'sky', 'bright', 'lines']
['dog', 'couch', 'teddy', 'dogs', 'toy']
['man', 'picture', 'laptop', 'player', 'photo']
['woman', 'hair', 'shower', 'girl', 'pretty']
['sign', 'street', 'standing', 'man', 'parking']
['green', 'sign', 'closeup', 'grassy', 'showing']
['sign', 'people', 'group', 'men', 'display']
['blanket', 'jacket', 'red', 'pants', 'floor']
['bow', 'man', 'tie', 'smiling', 'wearing']
['cup', 'blue', 'mug', 'coffee', 'hand']
['yellow', 'sitting', 'vanity', 'flowers', 'tall']
['uniforms', 'group', 'standing', 'ladies', 'dressed']
['man', 'tennis', 'sign', 'cover', 'picture']
['kinds', 'different', 'group', 'sink', 'sitting']
['meter', 'directions', 'photos', 'pictures', 'showing']
['sitting', 'cake', 'eats', 'pizza', 'table']
['beach', 'ocean', 'holding', 'standing', 'fly']
['hair', 'girl', 'woman', 'wearing', 'pretty']
['scissors', 'photo', 'picture', 'desk', 'air']
['smiling', 'posing', 'women', 'pose', 'group']
['sunset', 'water', 'distance', 'body', 'large']
['baseball', 'field', 'player', 'man', 'standing']
['showing', 'screen', 'bathroom', 'flower', 'bikes']
['box', 'sitting', 'person', 'small', 'white']
['dark', 'edge', 'water', 'bird', 'white']
['curtain', 'striped', 'blue', 'face', 'white']
['sign', 'brick', 'holding', 'little', 'street']
['topped', 'pink', 'place', 'cut', 'picture']
['bathroom', 'screen', 'sky', 'smart', 'picture']
['night', 'man', 'standing', 'holding', 'dark']
['man', 'sign', 'picture', 'photo', 'steps']
['appliances', 'picture', 'ripe', 'laptop', 'pictures']
['picture', 'commercial', 'showing', 'bird', 'photo']
['plate', 'topped', 'sitting', 'table', 'banana']
['brick', 'sign', 'building', 'signs', 'buildings']
['doorway', 'colorful', 'dress', 'woman', 'island']
['picture', 'bathroom', 'cellphone', 'paper', 'bright']
['man', 'displaying', 'sign', 'posing', 'closed']
['white', 'apple', 'like', 'picture', 'sitting']
['person', 'hands', 'holding', 'sky', 'screen']
['dog', 'white', 'street', 'fence', 'water']
['cup', 'coffee', 'soup', 'mug', 'spoon']
['woman', 'pretty', 'hair', 'black', 'smiling']
['showing', 'picture', 'mouse', 'smart', 'skateboard']
['sun', 'sky', 'dark', 'sunset', 'view']
['flock', 'flying', 'birds', 'bunch', 'picture']
['wine', 'sign', 'people', 'group', 'standing']
['picture', 'posing', 'photo', 'sign', 'showing']
['toothbrush', 'gray', 'black', 'office', 'high']
['man', 'posing', 'holding', 'looking', 'woman']
['blue', 'sign', 'sky', 'white', 'building']
['white', 'sign', 'flying', 'blue', 'air']
['brightly', 'meat', 'sliced', 'sitting', 'shelf']
['night', 'stairs', 'dark', 'pier', 'dock']
['smiling', 'picture', 'posing', 'man', 'dark']
['assorted', 'donuts', 'white', 'fruits', 'bowl']
['sign', 'posing', 'talking', 'people', 'slope']
['phone', 'picture', 'surfboard', 'beneath', 'pictures']
['sign', 'street', 'people', 'woman', 'boxes']
['woman', 'red', 'dress', 'holding', 'black']
['car', 'standing', 'truck', 'man', 'people']
['table', 'glass', 'sitting', 'red', 'close']
['man', 'men', 'wearing', 'suit', 'glasses']
['appliances', 'player', 'different', 'types', 'cars']
['screen', 'flock', 'perched', 'picture', 'close']
['man', 'holding', 'standing', 'young', 'glass']
['man', 'holding', 'standing', 'city', 'street']
['legs', 'feet', 'persons', 'bed', 'stuffed']
['man', 'hat', 'wearing', 'posing', 'glasses']
['man', 'suit', 'wearing', 'men', 'tie']
['screen', 'television', 'black', 'dark', 'small']
['eyes', 'black', 'town', 'bathroom', 'sign']
['decker', 'racket', 'ear', 'sign', 'double']
['man', 'pool', 'blue', 'outfit', 'board']
['party', 'bag', 'box', 'pillow', 'soda']
['sky', 'bunch', 'bright', 'clock', 'tree']
['sky', 'picture', 'ripe', 'bright', 'commuter']
['smiling', 'posing', 'standing', 'woman', 'picture']
['beneath', 'bathroom', 'bird', 'showing', 'banana']
['people', 'room', 'man', 'holding', 'group']
['stacked', 'device', 'image', 'showing', 'set']
['cell', 'cellphone', 'phone', 'ear', 'holding']
['commuter', 'sign', 'eyes', 'ripe', 'writing']
['picture', 'bathroom', 'bright', 'showing', 'vintage']
['woman', 'girl', 'cell', 'talking', 'glasses']
['stuffed', 'mother', 'picture', 'blue', 'sign']
['potatoes', 'phone', 'crowd', 'wearing', 'cell']
['riding', 'cut', 'display', 'decorated', 'blue']
['man', 'talking', 'people', 'group', 'standing']
['men', 'man', 'people', 'drinks', 'sitting']
['doughnut', 'ear', 'donut', 'sign', 'holding']
['young', 'holding', 'woman', 'game', 'sitting']
['dark', 'vase', 'commercial', 'red', 'lights']
['hair', 'woman', 'wall', 'cell', 'girl']
['posing', 'men', 'pose', 'group', 'standing']
['dress', 'posing', 'woman', 'poses', 'pink']
['black', 'purple', 'white', 'blue', 'set']
['cat', 'white', 'sitting', 'laying', 'tiny']
['building', 'old', 'black', 'town', 'photo']
['woods', 'person', 'sky', 'skateboard', 'black']
['photograph', 'black', 'picture', 'man', 'scissors']
['sign', 'gray', 'eyes', 'bunch', 'stacked']
['different', 'alongside', 'flower', 'showing', 'picture']
['sky', 'high', 'picture', 'bright', 'white']
['boats', 'field', 'water', 'area', 'lot']
['posing', 'man', 'holding', 'men', 'young']
['surface', 'sitting', 'silver', 'plain', 'counter']
['dog', 'sitting', 'small', 'style', 'close']
['man', 'photo', 'person', 'street', 'holding']
['woman', 'face', 'hair', 'girl', 'female']
['reading', 'bed', 'book', 'sitting', 'laying']
['woman', 'sitting', 'reading', 'red', 'sign']
['commuter', 'screen', 'ship', 'flight', 'showing']
['purple', 'closed', 'blue', 'playing', 'men']
['man', 'suit', 'tie', 'wearing', 'blue']
['woman', 'posing', 'purple', 'pink', 'girl']
['man', 'suits', 'men', 'suit', 'people']
['clocks', 'sitting', 'electronic', 'metal', 'box']
['picture', 'sky', 'light', 'stop', 'hair']
['girl', 'woman', 'outfit', 'wearing', 'shirt']
['pictures', 'girl', 'woman', 'photos', 'picture']
['performing', 'people', 'man', 'group', 'men']
['hat', 'wearing', 'coat', 'man', 'standing']
['picture', 'bathroom', 'sign', 'screen', 'showing']
['ripe', 'smart', 'sign', 'picture', 'sky']
['train', 'night', 'multiple', 'pavement', 'near']
['green', 'blue', 'sitting', 'table', 'cup']
['black', 'meter', 'person', 'man', 'holding']
['hat', 'dog', 'brown', 'cute', 'wearing']
['showing', 'device', 'set', 'different', 'picture']
['pictures', 'picture', 'showing', 'photo', 'bathroom']
['rider', 'chocolate', 'night', 'yellow', 'red']
['bathroom', 'picture', 'ripe', 'bright', 'commuter']
['scissors', 'dark', 'black', 'sign', 'baseball']
['sign', 'surfing', 'beach', 'table', 'white']
['man', 'suit', 'wearing', 'picture', 'closed']
['posing', 'woman', 'smiling', 'wall', 'french']
['car', 'woman', 'window', 'passenger', 'beautiful']
['snowy', 'yellow', 'sky', 'picture', 'man']
['people', 'group', 'playing', 'dressed', 'women']
['woman', 'girl', 'pillow', 'hair', 'wearing']
['graffiti', 'grazing', 'writing', 'painted', 'work']
['bicycles', 'bikes', 'row', 'bike', 'lined']
['vintage', 'bathroom', 'clocks', 'picture', 'showing']
['flying', 'pastries', 'sky', 'purple', 'kite']
['box', 'sand', 'sitting', 'cake', 'writing']
['player', 'holding', 'cell', 'woman', 'phone']
['man', 'giving', 'holding', 'sign', 'wearing']
['green', 'blue', 'mounted', 'snowboarding', 'showing']
['ear', 'sand', 'rests', 'shirt', 'wearing']
['woman', 'brushing', 'holding', 'female', 'face']
['streets', 'corner', 'vase', 'ground', 'sitting']
['bathroom', 'showing', 'picture', 'office', 'bird']
['black', 'dark', 'sky', 'blurry', 'flying']
['showing', 'pillows', 'screen', 'road', 'photograph']
['screen', 'birds', 'sitting', 'racing', 'flock']
['bathroom', 'commuter', 'picture', 'gray', 'says']
['bathroom', 'picture', 'screen', 'showing', 'harbor']
['eyes', 'bright', 'screen', 'commuter', 'closed']
['screen', 'picture', 'shot', 'pictures', 'showing']
['shorts', 'bathroom', 'eyes', 'cover', 'includes']
['stuffed', 'bowls', 'table', 'tray', 'teddy']
['yard', 'buildings', 'large', 'city', 'lot']
['sign', 'signs', 'bush', 'pink', 'man']
['scissors', 'reflection', 'vintage', 'commercial', 'girls']
['man', 'pictures', 'tv', 'picture', 'men']
['dress', 'standing', 'holding', 'woman', 'women']
['gray', 'eyes', 'commercial', 'ripe', 'picture']
['bathroom', 'clocks', 'eyes', 'placed', 'picture']
['red', 'military', 'filled', 'mountains', 'commercial']
['cup', 'blender', 'ice', 'sitting', 'table']
['picture', 'showing', 'photo', 'sign', 'says']
['landing', 'ship', 'photo', 'gray', 'sign']
['flag', 'man', 'cover', 'sitting', 'track']
['sky', 'scissors', 'picture', 'dark', 'black']
['sign', 'people', 'signs', 'group', 'crowd']
['eyes', 'commuter', 'bathroom', 'office', 'picture']
['lined', 'long', 'row', 'people', 'umbrellas']
['screen', 'showing', 'bush', 'colors', 'bright']
['man', 'green', 'stairs', 'pitch', 'young']
['sea', 'clocks', 'fancy', 'cover', 'photo']
['kite', 'scissors', 'white', 'round', 'orange']
['man', 'suit', 'wearing', 'ties', 'picture']
['bright', 'mushrooms', 'sky', 'blue', 'yellow']
['woman', 'black', 'water', 'hair', 'girl']
['street', 'parking', 'road', 'woman', 'man']
['yellow', 'sky', 'big', 'drawn', 'animals']
['land', 'deep', 'night', 'group', 'beneath']
['signal', 'giving', 'trains', 'green', 'sign']
['man', 'face', 'looking', 'eyes', 'black']
['reads', 'man', 'sitting', 'people', 'laying']
['lights', 'night', 'lit', 'decorated', 'sitting']
['scissors', 'sky', 'picture', 'showing', 'bright']
['sign', 'dogs', 'parking', 'sidewalk', 'wire']
['picture', 'bird', 'showing', 'close', 'gray']
['sign', 'posing', 'picture', 'man', 'parking']
['tie', 'flower', 'man', 'wearing', 'picture']
['sidewalk', 'cement', 'street', 'lays', 'ground']
['clock', 'sitting', 'white', 'chocolate', 'someones']
['man', 'woman', 'black', 'hair', 'holding']
['hydrant', 'pitch', 'picture', 'yard', 'apple']
['sky', 'black', 'dark', 'different', 'line']
['man', 'jacket', 'suit', 'business', 'slope']
['smart', 'closed', 'gray', 'picture', 'white']
['blue', 'sign', 'man', 'air', 'swinging']
['pool', 'beach', 'swimming', 'water', 'sand']
['beach', 'water', 'boat', 'birds', 'island']
['photo', 'picture', 'street', 'white', 'image']
['screen', 'showing', 'perched', 'resting', 'background']
['airplane', 'large', 'showing', 'blue', 'lit']
['parked', 'runway', 'near', 'driving', 'truck']
['standing', 'woman', 'holding', 'young', 'small']
['woman', 'asian', 'girl', 'talking', 'dress']
['holding', 'sitting', 'wheel', 'man', 'hand']
['man', 'sunglasses', 'standing', 'holding', 'outside']
['man', 'black', 'standing', 'woman', 'young']
['pictures', 'mounted', 'multiple', 'different', 'train']
['sign', 'screen', 'scissors', 'bathroom', 'picture']
['woman', 'people', 'women', 'talking', 'playing']
['commercial', 'red', 'sky', 'picture', 'flying']
['drawn', 'tree', 'stuff', 'bird', 'pick']
['ground', 'street', 'red', 'cooked', 'white']
['man', 'people', 'standing', 'cut', 'wedding']
['room', 'office', 'couches', 'desk', 'table']
['baseball', 'ball', 'crowd', 'playing', 'game']
['cloth', 'shaped', 'birds', 'painting', 'wall']
['hat', 'rests', 'sitting', 'cut', 'piece']
['woman', 'poses', 'smiling', 'controller', 'holding']
['sitting', 'women', 'woman', 'white', 'people']
['woman', 'man', 'horse', 'women', 'smiling']
['playing', 'game', 'field', 'people', 'frisbee']
['red', 'young', 'wearing', 'poses', 'boy']
['bear', 'teddy', 'couch', 'sitting', 'chair']
['drawn', 'white', 'fish', 'blue', 'like']
['woman', 'holding', 'dress', 'red', 'cake']
['sign', 'street', 'traffic', 'white', 'signs']
['stuffed', 'bear', 'swings', 'statue', 'like']
['man', 'smile', 'young', 'camera', 'eyes']
['woman', 'lady', 'pretty', 'wearing', 'hair']
['colors', 'picture', 'bright', 'showing', 'photos']
['dress', 'posing', 'prepared', 'books', 'woman']
['person', 'towels', 'backpack', 'wrapped', 'french']
['phone', 'cell', 'mirror', 'bathroom', 'smart']
['man', 'office', 'picture', 'suit', 'photo']
['dog', 'red', 'sitting', 'smiling', 'brown']
['man', 'standing', 'young', 'holding', 'looking']
['white', 'silver', 'laptop', 'wave', 'sitting']
['trunk', 'smart', 'picture', 'laptop', 'road']
['case', 'book', 'sitting', 'box', 'luggage']
['man', 'woman', 'street', 'signs', 'hitting']
['girl', 'holding', 'young', 'woman', 'laptop']
['woman', 'hair', 'girl', 'smiling', 'black']
['cat', 'sitting', 'white', 'house', 'green']
['scissors', 'eyes', 'sign', 'ceiling', 'various']
['fashioned', 'photograph', 'baby', 'bear', 'picture']
['man', 'wearing', 'camera', 'shirt', 'young']
['man', 'dark', 'winter', 'outfit', 'cell']
['dog', 'brown', 'tied', 'frisbee', 'field']
['man', 'holding', 'standing', 'wearing', 'brick']
['phone', 'cell', 'woman', 'talking', 'posing']
['video', 'game', 'standing', 'wii', 'people']
['men', 'man', 'standing', 'posing', 'court']
['player', 'racket', 'holding', 'man', 'ball']
['phone', 'cell', 'woman', 'holding', 'fence']
