['water', 'waters', 'dark', 'large', 'background']
['little', 'shirt', 'child', 'young', 'holding']
['ripe', 'scissors', 'sign', 'picture', 'red']
['phone', 'cell', 'cellphone', 'smart', 'man']
['hair', 'green', 'looking', 'face', 'wearing']
['mother', 'book', 'picture', 'people', 'group']
['holding', 'standing', 'sitting', 'woman', 'young']
['woman', 'face', 'girls', 'posing', 'woods']
['drawn', 'pictures', 'picture', 'bird', 'open']
['people', 'crowd', 'standing', 'men', 'group']
['fashioned', 'like', 'flying', 'picture', 'color']
['lettuce', 'kitten', 'wooden', 'vegetables', 'sitting']
['bathroom', 'bird', 'stacked', 'office', 'gray']
['stuffed', 'teddy', 'bears', 'man', 'color']
['sign', 'jump', 'stuff', 'different', 'orange']
['hair', 'girl', 'pretty', 'woman', 'tie']
['man', 'sign', 'closed', 'picture', 'posing']
['man', 'commercial', 'person', 'picture', 'holding']
['holding', 'cell', 'man', 'phone', 'game']
['person', 'cell', 'hand', 'phone', 'holding']
['park', 'walkway', 'stone', 'metal', 'red']
['overhead', 'yellow', 'skateboards', 'time', 'track']
['photos', 'ripe', 'pictures', 'showing', 'picture']
['says', 'sitting', 'people', 'bench', 'sign']
['man', 'scissors', 'standing', 'wearing', 'shirt']
['snow', 'snowy', 'sky', 'mountain', 'skier']
['clock', 'sign', 'clean', 'center', 'river']
['wire', 'bears', 'glasses', 'man', 'camera']
['cover', 'photos', 'swinging', 'reading', 'people']
['woman', 'black', 'wall', 'posing', 'stone']
['screen', 'laptop', 'television', 'tv', 'monitor']
['eyes', 'clocks', 'ripe', 'bathroom', 'snowy']
['stuffed', 'teddy', 'sitting', 'animals', 'assortment']
['woman', 'dressed', 'blue', 'wearing', 'sitting']
['man', 'white', 'photo', 'black', 'looking']
['woman', 'asian', 'posing', 'standing', 'wearing']
['green', 'people', 'group', 'walking', 'men']
['posing', 'smiling', 'picture', 'man', 'ladies']
['dark', 'lit', 'clocks', 'brightly', 'black']
['sign', 'large', 'display', 'showing', 'tan']
['woman', 'pink', 'posing', 'girl', 'standing']
['baseball', 'sitting', 'orange', 'black', 'floor']
['pictures', 'man', 'different', 'picture', 'people']
['laying', 'cat', 'milk', 'white', 'lies']
['photos', 'pictures', 'bear', 'woman', 'winter']
['sign', 'blue', 'photos', 'street', 'road']
['man', 'wearing', 'suit', 'black', 'men']
['ripe', 'appliances', 'picture', 'showing', 'pictures']
['tie', 'wearing', 'man', 'picture', 'posing']
['chocolate', 'red', 'writing', 'model', 'sitting']
['dark', 'sign', 'closed', 'signs', 'screen']
['pictures', 'donut', 'picture', 'mouth', 'poses']
['baseball', 'players', 'signs', 'game', 'group']
['man', 'glasses', 'wearing', 'jacket', 'holding']
['person', 'man', 'holding', 'sitting', 'waiting']
['picture', 'sign', 'shot', 'rural', 'cover']
['cell', 'phone', 'holding', 'woman', 'cellphone']
['display', 'doughnuts', 'sitting', 'covered', 'floor']
['photos', 'posing', 'showing', 'ladies', 'woman']
['car', 'umbrella', 'woman', 'street', 'man']
['picture', 'sitting', 'family', 'like', 'holding']
['people', 'group', 'standing', 'winter', 'crowd']
['standing', 'woman', 'posing', 'young', 'pink']
['street', 'road', 'snow', 'man', 'city']
['clocks', 'graze', 'bathroom', 'eyes', 'includes']
['people', 'table', 'dinner', 'sitting', 'group']
['men', 'man', 'business', 'tie', 'suit']
['painting', 'business', 'man', 'makes', 'device']
['picture', 'scissors', 'smart', 'mushrooms', 'showing']
['baseball', 'hat', 'wearing', 'young', 'black']
['pitcher', 'device', 'showing', 'keyboard', 'flower']
['wave', 'surfboard', 'ocean', 'surfer', 'man']
['pasta', 'playing', 'showing', 'stuffed', 'old']
['red', 'pickup', 'car', 'woman', 'young']
['man', 'cell', 'holding', 'phone', 'woman']
['nintendo', 'wii', 'video', 'phones', 'holding']
['man', 'looking', 'window', 'striped', 'close']
['man', 'tooth', 'posing', 'mouth', 'wearing']
['man', 'racket', 'shirt', 'young', 'holding']
['sink', 'gray', 'water', 'lays', 'screen']
['woman', 'hair', 'girl', 'dress', 'wall']
['sign', 'book', 'business', 'sitting', 'reads']
['smile', 'man', 'camera', 'holding', 'hair']
['parade', 'costume', 'people', 'flag', 'group']
['woman', 'holding', 'girl', 'young', 'lady']
['showing', 'water', 'hydrant', 'clocks', 'tan']
['people', 'group', 'restaurant', 'gathered', 'standing']
['woman', 'looking', 'man', 'space', 'dark']
['man', 'doorway', 'black', 'face', 'sign']
['man', 'holding', 'sign', 'suit', 'jacket']
['business', 'sign', 'standing', 'stand', 'holding']
['night', 'people', 'lights', 'crowd', 'lawn']
['woman', 'hair', 'girl', 'beautiful', 'pink']
['man', 'white', 'bed', 'wearing', 'woman']
['standing', 'holding', 'man', 'posing', 'stands']
['wii', 'smiling', 'sitting', 'holding', 'woman']
['woman', 'wedding', 'hair', 'beautiful', 'wearing']
['black', 'cat', 'red', 'sitting', 'laying']
['sign', 'says', 'picture', 'woman', 'holding']
['green', 'says', 'scissors', 'outside', 'desk']
['uniforms', 'baseball', 'man', 'photos', 'men']
['shaped', 'animals', 'vintage', 'shelf', 'pictures']
['holding', 'woman', 'dark', 'ledge', 'man']
['flock', 'closeup', 'smart', 'tea', 'picture']
['phone', 'cell', 'holding', 'taking', 'woman']
['people', 'city', 'group', 'standing', 'large']
['head', 'young', 'holding', 'standing', 'people']
['bathroom', 'picture', 'showing', 'bird', 'skateboard']
['asian', 'young', 'holding', 'woman', 'pose']
['skate', 'black', 'sitting', 'case', 'grey']
['laptop', 'sitting', 'desk', 'table', 'playing']
['baseball', 'sign', 'posing', 'red', 'standing']
['man', 'cup', 'table', 'person', 'shirt']
['frisbee', 'yellow', 'blurry', 'ramp', 'close']
['clock', 'dark', 'large', 'lit', 'night']
['soccer', 'ball', 'field', 'uniforms', 'player']
['woman', 'cellphone', 'black', 'sun', 'ledge']
['smiling', 'camera', 'woman', 'girls', 'picture']
['man', 'skis', 'black', 'people', 'women']
['pastry', 'steps', 'umbrella', 'water', 'tan']
['airplane', 'plane', 'airport', 'parked', 'runway']
['standing', 'group', 'holding', 'people', 'men']
['soccer', 'purple', 'field', 'uniform', 'grey']
['shaped', 'filled', 'horses', 'center', 'set']
['woman', 'beautiful', 'holding', 'phone', 'sitting']
['cat', 'pink', 'flowers', 'white', 'round']
['sitting', 'man', 'people', 'young', 'holding']
['woman', 'holding', 'young', 'standing', 'black']
['stairs', 'flight', 'steps', 'dark', 'photo']
['man', 'wedding', 'takes', 'wearing', 'pictures']
['man', 'wearing', 'smiling', 'young', 'camera']
['man', 'smiling', 'holding', 'looking', 'wearing']
['picture', 'screen', 'showing', 'laptop', 'smart']
['clock', 'uniform', 'man', 'photo', 'coat']
['showing', 'screen', 'airplane', 'bright', 'picture']
['train', 'people', 'group', 'woman', 'reading']
['train', 'model', 'center', 'tower', 'birthday']
['people', 'picture', 'glasses', 'standing', 'man']
['cover', 'sign', 'man', 'posing', 'hands']
['looking', 'white', 'sitting', 'person', 'dog']
['woman', 'man', 'wearing', 'posing', 'holding']
['little', 'child', 'small', 'young', 'boy']
['books', 'black', 'picture', 'filled', 'nice']
['red', 'man', 'wearing', 'standing', 'cell']
['man', 'holding', 'wearing', 'standing', 'smiling']
['doorway', 'bathroom', 'restroom', 'standing', 'ledge']
['man', 'tie', 'bow', 'wearing', 'jacket']
['people', 'black', 'group', 'sitting', 'riding']
['man', 'men', 'standing', 'wearing', 'red']
['pictures', 'photos', 'playing', 'holding', 'men']
['smiling', 'woman', 'girl', 'smiles', 'face']
['clocks', 'showing', 'bright', 'screen', 'bathroom']
['soccer', 'playing', 'ball', 'players', 'game']
['player', 'holding', 'standing', 'dark', 'woman']
['dog', 'leash', 'small', 'sitting', 'chair']
['picture', 'woman', 'people', 'showing', 'talking']
['woman', 'phone', 'cell', 'remote', 'girl']
['man', 'talking', 'people', 'group', 'standing']
['dog', 'brown', 'small', 'stuffed', 'standing']
['white', 'vintage', 'picture', 'cross', 'photo']
['group', 'field', 'game', 'people', 'young']
['palm', 'holding', 'grey', 'bird', 'glass']
['player', 'players', 'photo', 'baseball', 'game']
['man', 'black', 'photo', 'tie', 'suit']
['man', 'near', 'zebra', 'hot', 'floor']
['seat', 'surfer', 'metal', 'platform', 'forest']
['grass', 'man', 'field', 'green', 'standing']
['people', 'group', 'video', 'man', 'guys']
['snowboarder', 'baseball', 'player', 'snowboard', 'sides']
['man', 'night', 'player', 'racket', 'ball']
['sheep', 'white', 'snowy', 'picture', 'black']
['woman', 'girl', 'hair', 'cell', 'phone']
['ball', 'shaped', 'red', 'kite', 'persons']
['large', 'city', 'lots', 'wide', 'water']
['drawn', 'tree', 'white', 'stuff', 'commercial']
['showing', 'picture', 'keyboard', 'gray', 'book']
['shoes', 'standing', 'yellow', 'decorative', 'parking']
['gray', 'showing', 'eyes', 'picture', 'mouse']
['pair', 'red', 'sitting', 'sky', 'white']
['photos', 'commuter', 'flying', 'bright', 'birds']
['man', 'talking', 'people', 'group', 'standing']
['man', 'people', 'leather', 'standing', 'night']
['boat', 'water', 'deck', 'background', 'sitting']
['bathroom', 'showing', 'gray', 'clocks', 'picture']
['sign', 'baseball', 'holding', 'gear', 'standing']
['painting', 'drawn', 'black', 'white', 'covered']
['hat', 'man', 'wearing', 'looking', 'black']
['group', 'snow', 'standing', 'walking', 'traveling']
['standing', 'picture', 'cow', 'showing', 'white']
['glasses', 'wearing', 'woman', 'smiling', 'jacket']
['woman', 'man', 'holding', 'shirt', 'ball']
['woman', 'pretty', 'face', 'look', 'striped']
['scissors', 'use', 'paper', 'pair', 'holding']
['bathroom', 'shorts', 'beneath', 'clocks', 'black']
['standing', 'young', 'playing', 'holding', 'hair']
['man', 'night', 'video', 'playing', 'photograph']
['showing', 'books', 'picture', 'blue', 'hillside']
['pictures', 'cat', 'photos', 'sitting', 'staring']
['sign', 'gray', 'eyes', 'black', 'picture']
['ocean', 'white', 'water', 'flying', 'head']
['tie', 'wearing', 'man', 'shirt', 'person']
['girls', 'woman', 'photo', 'women', 'standing']
['woman', 'cell', 'phone', 'event', 'man']
['dark', 'person', 'standing', 'picture', 'photo']
['costume', 'man', 'holding', 'red', 'uniform']
['smart', 'potatoes', 'ripe', 'picture', 'bathroom']
['photo', 'picture', 'white', 'dark', 'colored']
['sign', 'beach', 'sand', 'pieces', 'ground']
['train', 'track', 'traveling', 'water', 'hydrant']
['people', 'train', 'color', 'cover', 'photo']
['white', 'image', 'background', 'sitting', 'surface']
['woman', 'hair', 'pretty', 'camera', 'beautiful']
['woman', 'display', 'face', 'posing', 'camera']
['rocky', 'water', 'ocean', 'stone', 'tree']
['clocks', 'set', 'brown', 'bear', 'teddy']
['gray', 'showing', 'picture', 'yellow', 'background']
['alongside', 'eyes', 'picture', 'throw', 'photo']
['holding', 'standing', 'jacket', 'woman', 'man']
['woman', 'brushing', 'girl', 'hair', 'young']
['holding', 'phone', 'wine', 'dark', 'cell']
['car', 'garage', 'night', 'parked', 'driving']
['inside', 'sitting', 'kitchen', 'cutting', 'bicycle']
['tie', 'camera', 'black', 'young', 'hair']
['sticking', 'feeding', 'dog', 'carpet', 'white']
['posing', 'standing', 'picture', 'poses', 'smiling']
['camera', 'posing', 'tie', 'wearing', 'man']
['woman', 'standing', 'stand', 'women', 'girls']
['stacked', 'eyes', 'zebras', 'sign', 'bathroom']
['man', 'hat', 'wearing', 'red', 'baseball']
['clock', 'large', 'photo', 'white', 'reflection']
['head', 'man', 'face', 'older', 'bear']
['group', 'people', 'race', 'gathered', 'men']
['frisbee', 'white', 'pink', 'trucks', 'vase']
['water', 'covered', 'white', 'snowy', 'mouse']
['drawn', 'older', 'displayed', 'image', 'tree']
['green', 'yellow', 'sign', 'ball', 'dark']
['displaying', 'cell', 'mirror', 'phone', 'woman']
['grey', 'animal', 'cage', 'white', 'stuffed']
['black', 'blue', 'white', 'sky', 'picture']
['bathroom', 'bird', 'showing', 'picture', 'eyes']
['snowboarding', 'picture', 'displayed', 'player', 'smile']
['building', 'sign', 'city', 'street', 'signs']
['man', 'camera', 'face', 'tie', 'toothbrush']
['bathroom', 'commuter', 'picture', 'ripe', 'sky']
['smiling', 'camera', 'hair', 'posing', 'photograph']
['man', 'face', 'clothes', 'helmet', 'taking']
['posing', 'man', 'sweater', 'standing', 'business']
['man', 'tie', 'shirt', 'white', 'wearing']
['sign', 'baseball', 'reads', 'ball', 'carrots']
['tie', 'hair', 'wearing', 'shirt', 'white']
['talking', 'cell', 'phone', 'woman', 'girl']
['playing', 'ball', 'man', 'holding', 'court']
['sunglasses', 'wearing', 'shirt', 'tie', 'dark']
['people', 'sitting', 'group', 'luggage', 'motorcycle']
['screen', 'airport', 'books', 'sign', 'different']
['jacket', 'wearing', 'standing', 'man', 'suit']
['standing', 'posing', 'holding', 'photo', 'man']
['window', 'cabinets', 'cat', 'wood', 'room']
['tennis', 'court', 'woman', 'ball', 'female']
['zebras', 'cover', 'eyes', 'rocky', 'sign']
['man', 'suit', 'standing', 'wearing', 'dressed']
['tv', 'television', 'american', 'man', 'talking']
['hydrant', 'inside', 'open', 'boat', 'night']
['baseball', 'player', 'ball', 'uniform', 'man']
['posing', 'black', 'smiling', 'woman', 'holding']
['donuts', 'broccoli', 'closeup', 'different', 'sitting']
['sky', 'photo', 'picture', 'items', 'black']
['sign', 'asian', 'holding', 'says', 'woman']
['hair', 'woman', 'wall', 'cell', 'girl']
['man', 'tie', 'suit', 'wearing', 'blue']
['red', 'wearing', 'man', 'person', 'snowboard']
['shaped', 'group', 'sliced', 'bags', 'lamp']
['wearing', 'man', 'snowboard', 'baseball', 'smiling']
['sign', 'playing', 'field', 'lush', 'holding']
['player', 'baseball', 'game', 'players', 'playing']
['air', 'signs', 'sign', 'man', 'dark']
['bathroom', 'harbor', 'eyes', 'ripe', 'sign']
['pink', 'small', 'feeding', 'little', 'girl']
['man', 'air', 'player', 'trick', 'tennis']
['sign', 'photo', 'baseball', 'picture', 'fancy']
['wearing', 'camera', 'smiling', 'head', 'electric']
['bird', 'bathroom', 'vintage', 'picture', 'pillow']
['woman', 'pretty', 'asian', 'girl', 'wearing']
['dinner', 'meat', 'taken', 'pie', 'half']
['man', 'men', 'group', 'standing', 'photograph']
['beach', 'sandy', 'sky', 'sit', 'picture']
['yellow', 'picture', 'makes', 'head', 'sitting']
['picture', 'ripe', 'scissors', 'gray', 'eyes']
['brushing', 'man', 'close', 'toothbrush', 'face']
['baseball', 'player', 'gear', 'man', 'juice']
['hat', 'wearing', 'dark', 'black', 'man']
['ripe', 'commuter', 'picture', 'says', 'scissors']
['man', 'standing', 'suit', 'picture', 'woman']
['woman', 'holding', 'pink', 'girl', 'purple']
['group', 'people', 'standing', 'suits', 'women']
['electric', 'building', 'overhead', 'place', 'view']
['police', 'group', 'people', 'men', 'motorcycles']
['row', 'large', 'leaves', 'city', 'tall']
['man', 'standing', 'room', 'men', 'couple']
['man', 'ties', 'camera', 'staring', 'posing']
['smile', 'boy', 'young', 'child', 'looking']
['man', 'jump', 'sign', 'jacket', 'person']
['screen', 'monitor', 'sitting', 'large', 'black']
['hair', 'woman', 'head', 'girl', 'smiling']
['drawn', 'snowy', 'stuff', 'resting', 'sheet']
['girl', 'woman', 'outfit', 'wearing', 'shirt']
['woman', 'hair', 'girl', 'toothbrush', 'smiling']
['hair', 'woman', 'girl', 'black', 'looking']
['ripe', 'picture', 'scissors', 'bright', 'bathroom']
['man', 'holding', 'wearing', 'jacket', 'cell']
['woman', 'hair', 'girl', 'pretty', 'beautiful']
['man', 'standing', 'woman', 'holding', 'sliding']
['purple', 'group', 'standing', 'people', 'women']
['skis', 'team', 'snow', 'ski', 'group']
['knife', 'pink', 'person', 'laying', 'pizza']
['man', 'suit', 'happy', 'posing', 'restaurant']
['standing', 'group', 'different', 'displayed', 'foods']
['lawn', 'bowls', 'different', 'various', 'happy']
['like', 'beach', 'toys', 'assorted', 'cake']
['sign', 'blue', 'deep', 'sky', 'slope']
['eating', 'young', 'plain', 'man', 'doughnut']
['group', 'people', 'men', 'playing', 'talking']
['hair', 'posing', 'woman', 'beautiful', 'girl']
['group', 'team', 'crowd', 'gathered', 'people']
['green', 'people', 'group', 'crowd', 'sky']
['tie', 'man', 'neck', 'suit', 'wearing']
['men', 'people', 'suits', 'smile', 'group']
['posing', 'pose', 'group', 'standing', 'sign']
['man', 'holding', 'standing', 'young', 'glass']
['man', 'standing', 'large', 'holding', 'person']
['man', 'phone', 'using', 'sitting', 'posing']
['sign', 'black', 'different', 'wire', 'bears']
['bathroom', 'bird', 'eyes', 'enjoying', 'beneath']
['woman', 'hair', 'phone', 'cell', 'man']
['doorway', 'woman', 'swing', 'standing', 'man']
['woman', 'phone', 'hair', 'girl', 'picture']
['hair', 'woman', 'girl', 'umbrella', 'dark']
['sitting', 'people', 'man', 'group', 'swimming']
['blue', 'road', 'baseball', 'sitting', 'cake']
['team', 'field', 'group', 'men', 'baseball']
['uniforms', 'professional', 'player', 'black', 'game']
['hair', 'talking', 'eyes', 'picture', 'face']
['clouds', 'smoke', 'sky', 'cloudy', 'stairs']
['machine', 'sitting', 'display', 'sign', 'people']
['woman', 'girl', 'women', 'beautiful', 'lady']
['sky', 'view', 'cars', 'outside', 'blue']
['bird', 'bathroom', 'mouse', 'showing', 'clocks']
['red', 'snow', 'skier', 'snowy', 'person']
['man', 'baseball', 'player', 'wearing', 'shirt']
['street', 'red', 'parked', 'store', 'car']
['screen', 'dark', 'showing', 'sign', 'blue']
['says', 'event', 'sign', 'writing', 'picture']
['man', 'holding', 'standing', 'dressed', 'black']
['orange', 'bear', 'white', 'animals', 'stuffed']
['woman', 'black', 'posing', 'smiling', 'controller']
['uniforms', 'red', 'group', 'military', 'large']
['man', 'tie', 'wearing', 'looking', 'posing']
['red', 'assorted', 'filled', 'sitting', 'close']
['sitting', 'drawn', 'giant', 'skateboarder', 'black']
['screen', 'night', 'holding', 'racquet', 'small']
['snow', 'standing', 'sitting', 'staring', 'small']
['kicking', 'throw', 'country', 'baseball', 'costume']
['ball', 'player', 'basket', 'hit', 'group']
['man', 'face', 'phone', 'cell', 'camera']
['tie', 'suit', 'man', 'bow', 'black']
['ripe', 'bathroom', 'picture', 'eyes', 'black']
['child', 'little', 'boy', 'young', 'small']
['sky', 'picture', 'person', 'shot', 'showing']
['snow', 'red', 'snowy', 'slope', 'pair']
